	result.test_acc	feat.last_char	feat.tag_filter	feat.use_padding	feat.sample_per_class	feat.include_smaller_ngrams	feat.N	feat.grep_filter	feat.tag_limit_in_cluster	feat.shuffled	feat.uniq_lines	feat.tag_filter_len	feat.grep_filter_len	model.nb_epoch	model.activations	model.batch_size	model.input_dim	model.output_dim	model.loss	model.layers	model.optimizer
525	0.982	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 20)	rmsprop
595	0.982	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(20,)	rmsprop
567	0.982	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(80, 40)	rmsprop
526	0.982	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 30)	rmsprop
531	0.982	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 80)	rmsprop
726	0.9819166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	1.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	481.0	2.0	binary_crossentropy	(40, 40)	adam
524	0.9819166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 10)	rmsprop
737	0.9819166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	nadam
624	0.9818333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(20, 30, 10)	rmsprop
537	0.9818333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(50, 40)	rmsprop
520	0.9818333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 70)	rmsprop
500	0.9818333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 70)	rmsprop
541	0.9818333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(50, 80)	rmsprop
586	0.9818333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(100, 30)	rmsprop
528	0.9818333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 50)	rmsprop
527	0.9818333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
512	0.9818333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(20, 90)	rmsprop
577	0.98175	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(90, 40)	rmsprop
693	0.98175	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'tanh', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
697	0.98175	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'linear', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
630	0.9816666666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 30, 10)	rmsprop
486	0.9816666666666668	7.0	('NOUN', 'VERB')	True	30000.0	True	3.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	29549.0	2.0	binary_crossentropy	(40, 40)	rmsprop
619	0.9816666666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 30, 20)	rmsprop
615	0.9816666666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 10, 20)	rmsprop
517	0.9815833333333334	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 40)	rmsprop
631	0.9815	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 30, 20)	rmsprop
602	0.9814166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(90,)	rmsprop
607	0.9814166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(140,)	rmsprop
574	0.9813333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(90, 10)	rmsprop
460	0.9813333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		400.0	('sigmoid', 'sigmoid', 'sigmoid')	200.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
511	0.98125	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(20, 80)	rmsprop
533	0.98125	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 100)	rmsprop
542	0.98125	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(50, 90)	rmsprop
791	0.9811666666666666	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
555	0.9811666666666666	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(70, 20)	rmsprop
608	0.9811666666666666	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(150,)	rmsprop
510	0.9810833333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(20, 70)	rmsprop
523	0.981	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 100)	rmsprop
566	0.981	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(80, 30)	rmsprop
471	0.981	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		500.0	('sigmoid', 'sigmoid', 'sigmoid')	2000.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
629	0.9809166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 20, 20)	rmsprop
509	0.9809166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(20, 60)	rmsprop
657	0.9809166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('tanh', 'relu', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
575	0.9809166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(90, 20)	rmsprop
469	0.9809166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		500.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
613	0.9809166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(200,)	rmsprop
623	0.9808333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(20, 20, 20)	rmsprop
605	0.9808333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(120,)	rmsprop
600	0.9808333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(70,)	rmsprop
561	0.9806666666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(70, 80)	rmsprop
488	0.9806666666666668	8.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	7254.0	2.0	binary_crossentropy	(40, 40)	rmsprop
727	0.9806666666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	adam
530	0.9806666666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 70)	rmsprop
536	0.9805833333333334	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(50, 30)	rmsprop
582	0.9805	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(90, 90)	rmsprop
689	0.9805	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'relu', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
570	0.9805	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(80, 70)	rmsprop
730	0.9805	8.0	('NOUN', 'VERB')	True	30000.0	True	1.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	601.0	2.0	binary_crossentropy	(40, 40)	adam
571	0.9805	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(80, 80)	rmsprop
553	0.9805	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(60, 100)	rmsprop
738	0.9805	7.0	('NOUN', 'VERB')	True	30000.0	True	1.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	548.0	2.0	binary_crossentropy	(40, 40)	nadam
621	0.9804166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(20, 10, 20)	rmsprop
838	0.9804166666666668	2.0		True	30000.0	True	2.0	('<ACC',)			False		1.0	300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	1023.0	2.0	binary_crossentropy	(40, 40)	rmsprop
569	0.9804166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(80, 60)	rmsprop
462	0.9803333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		400.0	('sigmoid', 'sigmoid', 'sigmoid')	1000.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
497	0.9803333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 40)	rmsprop
502	0.9803333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 90)	rmsprop
557	0.9803333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(70, 40)	rmsprop
661	0.9803333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('tanh', 'tanh', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
551	0.98025	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(60, 80)	rmsprop
565	0.98025	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(80, 20)	rmsprop
628	0.98025	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 20, 10)	rmsprop
841	0.9801666666666666	2.0		True	30000.0	True	3.0	('<ACC',)			False		1.0	300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	2586.0	2.0	binary_crossentropy	(40, 40)	rmsprop
519	0.9801666666666666	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 60)	rmsprop
649	0.9801666666666666	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('relu', 'linear', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
491	0.9801666666666666	9.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	8019.0	2.0	binary_crossentropy	(40, 40)	rmsprop
587	0.9801666666666666	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(100, 40)	rmsprop
759	0.9800833333333332	7.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	6426.0	2.0	binary_crossentropy	(40, 40)	rmsprop
593	0.9800833333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(100, 100)	rmsprop
459	0.9800833333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		400.0	('sigmoid', 'sigmoid', 'sigmoid')	100.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
757	0.9800833333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
480	0.9800833333333332	5.0	('NOUN', 'VERB')	True	30000.0	True	3.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	18710.0	2.0	binary_crossentropy	(40, 40)	rmsprop
550	0.9800833333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(60, 70)	rmsprop
479	0.98	5.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	4494.0	2.0	binary_crossentropy	(40, 40)	rmsprop
597	0.98	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40,)	rmsprop
589	0.98	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(100, 60)	rmsprop
521	0.98	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 80)	rmsprop
761	0.98	8.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	7254.0	2.0	binary_crossentropy	(40, 40)	rmsprop
443	0.9799166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		200.0	('sigmoid', 'sigmoid', 'sigmoid')	100.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
505	0.9799166666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(20, 20)	rmsprop
514	0.9798333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 10)	rmsprop
445	0.9798333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		200.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
665	0.9798333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('tanh', 'linear', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
481	0.97975	6.0	('NOUN', 'VERB')	True	30000.0	True	1.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	481.0	2.0	binary_crossentropy	(40, 40)	rmsprop
625	0.97975	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(20, 30, 20)	rmsprop
677	0.9796666666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('linear', 'tanh', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
618	0.9796666666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 30, 10)	rmsprop
499	0.9796666666666668	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 60)	rmsprop
741	0.9796666666666668	8.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	7254.0	2.0	binary_crossentropy	(40, 40)	nadam
549	0.9795833333333334	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(60, 60)	rmsprop
429	0.9795	6.0	('NOUN', 'VERB')	True	30000.0	False	2.0				False	2.0		900.0	('sigmoid', 'sigmoid', 'sigmoid')	3000.0	5029.0	2.0	binary_crossentropy	(40, 40)	rmsprop
501	0.9795	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 80)	rmsprop
634	0.9795	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 20, 10)	rmsprop
611	0.9795	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(180,)	rmsprop
750	0.9795	8.0	('NOUN', 'VERB')	True	30000.0	True	1.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	601.0	2.0	binary_crossentropy	(40, 40)	adamax
495	0.9793333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 20)	rmsprop
420	0.97925	6.0	('NOUN', 'VERB')	True	30000.0	False	2.0				False	2.0		600.0	('sigmoid', 'sigmoid', 'sigmoid')	3000.0	5029.0	2.0	binary_crossentropy	(40, 40)	rmsprop
601	0.97925	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(80,)	rmsprop
552	0.9791666666666666	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(60, 90)	rmsprop
578	0.9791666666666666	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(90, 50)	rmsprop
594	0.9791666666666666	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10,)	rmsprop
626	0.9791666666666666	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 10, 10)	rmsprop
590	0.9790833333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(100, 70)	rmsprop
591	0.9790833333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(100, 80)	rmsprop
728	0.9790833333333332	7.0	('NOUN', 'VERB')	True	30000.0	True	1.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	548.0	2.0	binary_crossentropy	(40, 40)	adam
835	0.9790000000000001	2.0		True	30000.0	True	1.0	('<ACC',)			False		1.0	300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	161.0	2.0	binary_crossentropy	(40, 40)	rmsprop
641	0.9790000000000001	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('relu', 'relu', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
467	0.9790000000000001	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		500.0	('sigmoid', 'sigmoid', 'sigmoid')	100.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
435	0.9790000000000001	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		100.0	('sigmoid', 'sigmoid', 'sigmoid')	100.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
496	0.979	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 30)	rmsprop
544	0.979	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(60, 10)	rmsprop
573	0.9788333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(80, 100)	rmsprop
498	0.9788333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(10, 50)	rmsprop
756	0.9788333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	1.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	481.0	2.0	binary_crossentropy	(40, 40)	rmsprop
701	0.9788333333333332	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(40, 40)	rmsprop
518	0.97875	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(30, 50)	rmsprop
599	0.97875	6.0	('NOUN', 'VERB')	True	30000.0	True	2.0				False	2.0		300.0	('sigmoid', 'sigmoid', 'sigmoid')	500.0	5510.0	2.0	binary_crossentropy	(60,)	rmsprop
